id,created_at,rating,score,sample_url,sample_width,sample_height,preview_url,tags
39,1264803330,s,0,"//safebooru.org/samples/1/sample_747848ca7db5337e2ffab8edc6c1e473ac54de1b.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_747848ca7db5337e2ffab8edc6c1e473ac54de1b.jpg","blonde_hair blue_eyes hat jewelry lipstick macross macross_frontier microphone military military_uniform official_art peaked_cap ranka_lee scarf sheryl_nome short_hair uniform"
40,1264803331,s,2,"//safebooru.org/images/1/ceab20a6067a35b1e249ed3611fcd076d29e01ea.png",1920,1200,"//safebooru.org/thumbnails/1/thumbnail_ceab20a6067a35b1e249ed3611fcd076d29e01ea.png","baka_to_test_to_shoukanjuu blue_eyes kirishima_shouko purple_hair solo"
41,1264803331,s,0,"//safebooru.org/samples/1/sample_bf631dbf241947bcbfbf4f7cb6af04bce0374713.jpg",850,478,"//safebooru.org/thumbnails/1/thumbnail_bf631dbf241947bcbfbf4f7cb6af04bce0374713.jpg","ayane_yano chizuru_yoshida kimi_ni_todoke monochrome school_uniform screencap"
43,1264803333,s,2,"//safebooru.org/samples/1/sample_292af064dddda353a43290b25cf421fd4aba63b6.jpg",850,678,"//safebooru.org/thumbnails/1/thumbnail_292af064dddda353a43290b25cf421fd4aba63b6.jpg","black_hair brown_hair highres japanese_clothes kara_no_kyoukai katana kimono multicolored_eyes obi pink_eyes ryougi_shiki short_hair simple_background solo sword weapon webslinger"
45,1264803335,s,2,"//safebooru.org/samples/1/sample_e0562f8d656e43ad717742f106c564b8bd650146.jpg",850,638,"//safebooru.org/thumbnails/1/thumbnail_e0562f8d656e43ad717742f106c564b8bd650146.jpg","aizawa_yuuichi bad_id brown_hair closed_eyes grass highres kanon long_hair sawatari_makoto spark tanishi tears"
46,1264803335,s,3,"//safebooru.org/samples/1/sample_371514866d2979849c285c13bbd8e853155aa28c.jpg",850,1179,"//safebooru.org/thumbnails/1/thumbnail_371514866d2979849c285c13bbd8e853155aa28c.jpg","bookmark brown_hair hair_ribbon hairband highres kyon nagato_yuki open_mouth purple_hair ribbon scarf school_uniform seifuku serafuku short_hair snow suzumiya_haruhi suzumiya_haruhi_no_shoushitsu suzumiya_haruhi_no_yuuutsu winter"
47,1264803336,s,1,"//safebooru.org/samples/1/sample_028de63d3ca05cc90b3edf1d2e0a3286611a6cad.jpg",850,603,"//safebooru.org/thumbnails/1/thumbnail_028de63d3ca05cc90b3edf1d2e0a3286611a6cad.jpg","blonde_hair blue_eyes long_hair saki solo white"
48,1264803336,s,2,"//safebooru.org/images/1/f5830043678227d1aae4836c4909030ecf1a913e.png",1200,900,"//safebooru.org/thumbnails/1/thumbnail_f5830043678227d1aae4836c4909030ecf1a913e.png","brown_eyes brown_hair coin misaka_mikoto short_hair to_aru_kagaku_no_railgun vector white wink"
49,1264803336,s,1,"//safebooru.org/samples/1/sample_26fcc2f1e0c3f9cd23f0116426f4a336ccef1543.jpg",850,850,"//safebooru.org/thumbnails/1/thumbnail_26fcc2f1e0c3f9cd23f0116426f4a336ccef1543.jpg","dlanor_a_knox dsakuraff eiserne_jungfrau frederica_bernkastel furudo_erika highres pantyhose umineko_no_naku_koro_ni"
51,1264803338,s,3,"//safebooru.org/samples/1/sample_0ba22b7344281ad82582dc9e96a83157b951934e.jpg",850,1056,"//safebooru.org/thumbnails/1/thumbnail_0ba22b7344281ad82582dc9e96a83157b951934e.jpg","5_nenme_no_houkago black_legwear coat green_eyes highres kantoku loafers long_hair neko ponytail purple_hair scarf seifuku shoes skirt snow thigh-highs thighhighs umbrella zettai_ryouiki"
52,1264803338,s,1,"//safebooru.org/images/1/9a54c0bd50af6141be0e14c6fc325518aef871c0.png",1920,1080,"//safebooru.org/thumbnails/1/thumbnail_9a54c0bd50af6141be0e14c6fc325518aef871c0.png","blonde_hair durarara! kida_masaomi smile solo"
53,1264803338,s,0,"//safebooru.org/samples/1/sample_76e6e1bde0c64bf224c41645ed4cdebe9e1215c4.jpg",850,559,"//safebooru.org/thumbnails/1/thumbnail_76e6e1bde0c64bf224c41645ed4cdebe9e1215c4.jpg","beads comb kiddy_girl-and kiddy_grade promo ribbon scan sky"
54,1264803339,s,2,"//safebooru.org/images/1/b1e78d893bf10cb8c0dd8f4e6705528d4734f41f.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_b1e78d893bf10cb8c0dd8f4e6705528d4734f41f.png","blonde_hair disgaea fallen_angel flonne flonne_(fallen_angel) red_eyes vector"
55,1264803340,s,1,"//safebooru.org/samples/1/sample_a5f14b536495648adf7b8a820fb7bb868e40decb.jpg",850,1051,"//safebooru.org/thumbnails/1/thumbnail_a5f14b536495648adf7b8a820fb7bb868e40decb.jpg","5_nenme_no_houkago animal_ears rabbit_ears eyepatch kantoku swimsuits thigh-highs"
57,1264803340,s,0,"//safebooru.org/samples/1/sample_d4cda54711f28bba8156c549ab969c83f8f59aef.png",850,503,"//safebooru.org/thumbnails/1/thumbnail_d4cda54711f28bba8156c549ab969c83f8f59aef.png","brown_eyes brown_hair military_uniform short_hair smile sora_no_woto sorami_kanata vector"
58,1264803341,s,5,"//safebooru.org/samples/1/sample_7dfc756c20936641d00329bcdae413bae3799daf.png",850,531,"//safebooru.org/thumbnails/1/thumbnail_7dfc756c20936641d00329bcdae413bae3799daf.png","black_hair blush japanese_clothes long_hair ryohka twintails violet_eyes"
59,1264803342,s,2,"//safebooru.org/samples/1/sample_8bf8f038548e9fcb04b9842a1c89633c217c205d.jpg",850,1052,"//safebooru.org/thumbnails/1/thumbnail_8bf8f038548e9fcb04b9842a1c89633c217c205d.jpg","5_nenme_no_houkago ahoge antenna_hair blush bow cheerleader dancing hair_bow highres kantoku leaning_forward legs midriff navel skirt smile wink"
60,1264803342,s,4,"//safebooru.org/images/1/7bd4a3ba8edc7bfd80f6f41607cdb20d93a31158.jpg",675,900,"//safebooru.org/thumbnails/1/thumbnail_7bd4a3ba8edc7bfd80f6f41607cdb20d93a31158.jpg","animal_ears arms_behind_back blue_eyes cat_ears cat_tail catgirl choker dark_skin doraeshi dress facial_mark final_fantasy final_fantasy_xi flat_chest forehead_mark garter leg_garter mithra nekomimi short_dress short_hair skirt tail white_hair"
61,1264803342,s,0,"//safebooru.org/samples/1/sample_82eb7ff4f8ab5093fd28eeed5c8994983ff8ec36.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_82eb7ff4f8ab5093fd28eeed5c8994983ff8ec36.jpg","cecily_cambell red_hair seiken_no_blacksmith sitting sword weapon"
63,1264803349,s,1,"//safebooru.org/samples/1/sample_f22cf4dfb8bef72ad94834300376c34ba15bd8c1.png",850,601,"//safebooru.org/thumbnails/1/thumbnail_f22cf4dfb8bef72ad94834300376c34ba15bd8c1.png","blush rabbit_ears bunny_suit nostalgic_barbie okazaki_anko scan"
65,1264803351,s,0,"//safebooru.org/samples/1/sample_b55a3c4d8a91b0e68e11def52bf6f78f49ff9d09.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_b55a3c4d8a91b0e68e11def52bf6f78f49ff9d09.jpg","clamp mokona sakura syaoran tsubasa_reservoir_chronicle watanuki_kimihiro xxxholic"
66,1264803353,s,3,"//safebooru.org/samples/1/sample_dca28078ca642b34c8f84537516fcc800b4c7b3b.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_dca28078ca642b34c8f84537516fcc800b4c7b3b.jpg","birds clamp flower orange_hair sakura syaoran tsubasa_reservoir_chronicle yellow_eyes"
68,1264803353,s,0,"//safebooru.org/samples/1/sample_63b85802a6d829c200e7bfb9de17ba94a82b70dd.jpg",850,607,"//safebooru.org/thumbnails/1/thumbnail_63b85802a6d829c200e7bfb9de17ba94a82b70dd.jpg","book brown_eyes cardigan genshi glasses grey_hair nagato_yuki purple_hair scarf school_uniform seifuku short_hair solo suzumiya_haruhi_no_shoushitsu suzumiya_haruhi_no_yuuutsu tears"
69,1264803354,s,3,"//safebooru.org/samples/1/sample_cd885fad729b1e115d6ceef2ccd1aae9f4e51263.jpg",850,601,"//safebooru.org/thumbnails/1/thumbnail_cd885fad729b1e115d6ceef2ccd1aae9f4e51263.jpg","bent_over blonde_hair blue_eyes blush dress face kamio_haruko kamio_misuzu long_hair pants ponytail red_hair ribbon school_uniform seifuku smile zpolice"
70,1264803355,s,0,"//safebooru.org/samples/1/sample_db328c0008a671f87e45f0bd61cbb151a51ce417.jpg",850,613,"//safebooru.org/thumbnails/1/thumbnail_db328c0008a671f87e45f0bd61cbb151a51ce417.jpg","angry archer emiya_shirou fate/stay_night white_hair"
71,1264803355,s,9,"//safebooru.org/samples/1/sample_df29b3901f9a4176b5e511e9a4578f4191cb62e5.jpeg",850,482,"//safebooru.org/thumbnails/1/thumbnail_df29b3901f9a4176b5e511e9a4578f4191cb62e5.jpeg","bleach crossover dragon_ball dragon_ball_z eating food kurosaki_ichigo monkey_d_luffy naruto one_piece son_goku sushi sushi_boat uzumaki_naruto"
72,1264803355,s,1,"//safebooru.org/samples/1/sample_3de4fc222b20483e52b005f59655e24e74170fc0.jpg",850,680,"//safebooru.org/thumbnails/1/thumbnail_3de4fc222b20483e52b005f59655e24e74170fc0.jpg","asakura_ryouko bad_id cardigan koizumi_itsuki kyon nagato_yuki school_uniform suzumiya_haruhi suzumiya_haruhi_no_shoushitsu suzumiya_haruhi_no_yuuutsu tsuchifumazu"
73,1264803356,s,6,"//safebooru.org/samples/1/sample_68af297b768435ec086306fd047d8b7e35f41690.jpg",850,977,"//safebooru.org/thumbnails/1/thumbnail_68af297b768435ec086306fd047d8b7e35f41690.jpg","bare_shoulders brown_eyes fang fox_ears fox_tail highres kazami_karasu long_hair orange_hair original redhead sitting tail"
74,1264803356,s,2,"//safebooru.org/samples/1/sample_0c03533789bffa3135f950ffdfe296af637ae03e.jpg",850,1057,"//safebooru.org/thumbnails/1/thumbnail_0c03533789bffa3135f950ffdfe296af637ae03e.jpg","5_nenme_no_houkago black_hair braid hat high_res highres kantoku plaid skirt snowboard tartan"
75,1264803356,s,2,"//safebooru.org/samples/1/sample_cea2da038b21cc979770488fea315461003f1586.jpg",850,524,"//safebooru.org/thumbnails/1/thumbnail_cea2da038b21cc979770488fea315461003f1586.jpg","birds boots brown_hair couple dress estellise_sidos_heurassein green_eyes happy long_hair petals purple_hair siron sky smile tales_of_vesperia water yuri_lowell"
76,1264803357,s,1,"//safebooru.org/samples/1/sample_6b650ec2548e9d86cdeefc6b74c2935ffe6e2d22.jpg",850,1055,"//safebooru.org/thumbnails/1/thumbnail_6b650ec2548e9d86cdeefc6b74c2935ffe6e2d22.jpg","5_nenme_no_houkago black_hair glasses high_res highres kantoku megane necktie plaid school_uniform skirt tartan"
79,1264803365,s,1,"//safebooru.org/samples/1/sample_f3ac9fde9df51a2e2f0a9adbe344fd8195a6bb86.png",850,600,"//safebooru.org/thumbnails/1/thumbnail_f3ac9fde9df51a2e2f0a9adbe344fd8195a6bb86.png","blush bow brown_hair candy frills lolita_fashion long_hair morinaga_korune purple_eyes scan solo striped_legwear stuffed_animal sweet_lolita sweets wavy_hair"
80,1264803366,s,1,"//safebooru.org/samples/1/sample_e2e9778292815117b2393582ad900ab39bb03b5f.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_e2e9778292815117b2393582ad900ab39bb03b5f.jpg","madara natsume_yuujinchou orange_hair smile taki_tooru"
82,1264803376,s,1,"//safebooru.org/samples/1/sample_08131c50b92b6894a19228ff0c2bf48fd1636118.png",850,1188,"//safebooru.org/thumbnails/1/thumbnail_08131c50b92b6894a19228ff0c2bf48fd1636118.png","clannad duplicate fujibayashi_kyou furukawa_nagisa ikeda_kazumi sakagami_tomoyo seifuku thigh-highs"
83,1264803378,s,3,"//safebooru.org/samples/1/sample_252519967ca141f19bb876347dc1efe8f911aa54.png",850,607,"//safebooru.org/thumbnails/1/thumbnail_252519967ca141f19bb876347dc1efe8f911aa54.png","blush brown_hair dress frills holding lace lolita_fashion long_hair nostalgic_barbie okazaki_anko parasol pink_dress purple_eyes ribbon scan short_sleeves solo sweet_lolita wavy_hair"
84,1264803380,s,2,"//safebooru.org/samples/1/sample_8d05fd8f65ec5e7046b40a884785852186c4d135.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_8d05fd8f65ec5e7046b40a884785852186c4d135.jpg","animal_ears catgirl chocolat_(sayori) dress gothic_lolita lolita_fashion moon original sayori vanilla_(sayori)"
85,1264803380,s,1,"//safebooru.org/images/1/7caa08762853ae8558f7e48d7152450c4f330505.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_7caa08762853ae8558f7e48d7152450c4f330505.png","1600x1200 bodysuit bou muvluv muvluv_alternative sword wallpaper"
86,1264803380,s,2,"//safebooru.org/samples/1/sample_b11062929d2e72778ac446e067bd15e46ff70c1e.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_b11062929d2e72778ac446e067bd15e46ff70c1e.jpg","belt black_hair blazer brown_eyes brown_hair buttons collar glasses hairclip hirasawa_yui k-on! long_hair nakano_azusa nekomimi official_art ribbon school_uniform shirt short_hair skirt twintails yamanaka_sawako"
87,1264803380,s,1,"//safebooru.org/samples/1/sample_e1ff81533fa251b6a21a29e6451579eeb165adac.jpg",850,567,"//safebooru.org/thumbnails/1/thumbnail_e1ff81533fa251b6a21a29e6451579eeb165adac.jpg","landscape scenic sky water whale"
88,1264803381,s,1,"//safebooru.org/samples/1/sample_110acbf3a4030c9d24de290f4dd2e906bce3105e.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_110acbf3a4030c9d24de290f4dd2e906bce3105e.jpg","blush kimi_ni_todoke kuronuma_sawako signed watermark"
90,1264803383,s,0,"//safebooru.org/samples/1/sample_3910e987ca4064f2ed9fdab56be489eb59c47c1c.jpg",850,531,"//safebooru.org/thumbnails/1/thumbnail_3910e987ca4064f2ed9fdab56be489eb59c47c1c.jpg","black_hair eruruw female tail utawarerumono"
91,1264803384,s,0,"//safebooru.org/images/1/e453eb20884c00288ab21ad3d29962b41ac9c5b6.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_e453eb20884c00288ab21ad3d29962b41ac9c5b6.png","1600x1200 bodysuit bou muvluv muvluv_alternative uniform wallpaper"
92,1264803387,s,0,"//safebooru.org/images/1/dd6a2d4de84d5870f972943aad4f3bd908d37f56.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_dd6a2d4de84d5870f972943aad4f3bd908d37f56.png","bodysuit bou muvluv muvluv_alternative wallpaper"
93,1264803388,s,0,"//safebooru.org/samples/1/sample_18c022bd453db634a9c8e247e74ae034545815f3.png",850,602,"//safebooru.org/thumbnails/1/thumbnail_18c022bd453db634a9c8e247e74ae034545815f3.png","final_fantasy final_fantasy_xiii fujitsubo-machine itou_noiji lightning long_hair necklace raised_arm scan solo spiky_hair sword wavy_hair weapon"
95,1264803393,s,1,"//safebooru.org/samples/1/sample_902a86af6f99a1f3ba97d6d2e905bbc057f34dfb.png",850,603,"//safebooru.org/thumbnails/1/thumbnail_902a86af6f99a1f3ba97d6d2e905bbc057f34dfb.png","fujitsubo-machine itou_noiji macross macross_frontier panties ranka_lee thigh-highs underwear"
96,1264803393,s,1,"//safebooru.org/images/1/04eb8ff087453e4d2525da9a57438141a7093e94.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_04eb8ff087453e4d2525da9a57438141a7093e94.png","ahoge blood bodysuit bou bow breasts clothed_navel hair_bow hair_intakes highres kagami_sumika large_breasts long_hair muvluv muvluv_alternative red_eyes red_hair solo steam very_long_hair wallpaper watermark"
97,1264803396,s,1,"//safebooru.org/images/1/dc687ff85196d10052f3e0ba0f06cb1d5347de69.png",1600,1200,"//safebooru.org/thumbnails/1/thumbnail_dc687ff85196d10052f3e0ba0f06cb1d5347de69.png","1600x1200 bou muvluv muvluv_alternative seifuku wallpaper"
